class,cap-shape,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
p,f,g,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
e,x,u,f,n,f,c,n,h,e,?,s,f,w,w,o,f,h,y,d
p,x,g,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,x,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
p,f,g,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,d
p,f,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,p
p,f,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,f,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
e,f,e,t,n,f,c,b,u,t,b,s,s,g,w,o,p,n,y,d
p,f,b,t,f,f,c,b,h,t,b,s,f,w,w,o,p,h,v,u
p,f,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,g
p,f,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
e,f,n,t,n,f,c,b,u,t,b,s,s,w,g,o,p,k,v,d
p,f,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
e,x,b,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
p,x,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,x,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
e,f,e,t,n,f,c,b,n,t,b,s,s,g,g,o,p,k,y,d
p,f,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
p,f,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
p,x,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,x,n,f,y,f,c,n,b,t,?,k,s,w,p,o,e,w,v,d
p,f,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,x,y,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,p
p,f,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,d
p,f,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,x,g,f,c,f,c,n,p,e,b,s,s,w,w,o,p,k,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,f,g,t,f,f,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,x,g,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,g
p,x,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,x,y,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,d
e,f,g,t,n,f,c,b,u,t,b,s,s,p,g,o,p,k,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,f,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
p,x,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,p
e,f,n,t,n,f,c,b,n,t,b,s,s,g,g,o,p,n,v,d
p,x,g,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,g
p,f,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,x,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
e,k,b,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
p,x,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,y,p
p,x,n,f,s,f,c,n,b,t,?,s,k,p,w,o,e,w,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
p,x,g,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,d
p,f,g,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,g
p,x,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
p,x,w,t,f,f,c,b,p,t,b,f,f,w,w,o,p,h,v,u
p,x,y,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,x,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
p,x,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,p
e,f,n,t,n,f,c,b,p,t,b,s,s,w,p,o,p,k,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,x,g,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,x,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,x,g,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
p,x,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,d
e,f,c,f,n,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
p,x,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,y,f,n,f,c,n,w,e,?,k,y,w,y,o,e,w,v,d
p,f,y,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,x,g,t,f,f,c,b,p,t,b,f,s,w,w,o,p,h,v,g
e,f,n,t,n,f,c,b,e,e,?,s,s,w,w,t,e,w,c,w
p,x,n,f,y,f,c,n,b,t,?,s,k,p,p,o,e,w,v,p
p,x,g,f,c,f,w,n,u,e,b,s,s,w,w,o,p,k,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,x,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,g,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,x,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,d
p,f,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,x,g,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,x,g,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
e,x,b,t,n,f,c,b,w,e,?,s,s,e,w,t,e,w,c,w
p,f,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,d
p,x,n,f,s,f,c,n,b,t,?,s,s,p,p,o,e,w,v,l
p,x,g,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,x,y,f,f,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,x,g,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
e,x,u,f,n,f,c,n,h,e,?,s,f,w,w,o,f,h,v,d
e,f,b,t,n,f,c,b,e,e,?,s,s,e,e,t,e,w,c,w
p,f,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,x,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,g,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,f,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,f,g,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,g
p,x,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,f,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,f,y,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,f,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,b,t,f,f,c,b,w,t,b,s,f,w,w,o,p,h,v,g
p,f,w,t,n,f,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
p,f,g,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,y,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
e,f,g,t,n,f,c,b,u,t,b,s,s,g,g,o,p,n,v,d
e,x,u,f,n,f,c,n,u,e,?,s,f,w,w,o,f,h,v,d
p,x,g,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,x,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,d
p,x,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,x,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,x,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,f,g,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
e,f,e,t,n,f,c,b,w,t,b,s,s,w,g,o,p,n,v,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,x,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,f,g,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,f,g,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,f,y,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,x,g,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,g,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,x,w,f,c,f,c,n,g,e,b,s,s,w,w,o,p,n,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,x,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,v,d
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,f,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,x,g,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,f,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,f,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,f,y,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,x,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,f,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,f,g,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
p,f,g,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,x,n,f,y,f,c,n,b,t,?,s,s,p,w,o,e,w,v,d
e,f,b,t,n,f,c,b,w,e,?,s,s,w,w,t,e,w,c,w
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,p
p,f,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,g
p,f,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,f,g,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,p
p,x,g,f,c,f,c,n,u,e,b,s,s,w,w,o,p,k,s,d
p,f,b,t,f,f,c,b,w,t,b,f,f,w,w,o,p,h,v,g
e,f,e,t,n,f,c,b,w,t,b,s,s,g,w,o,p,k,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
e,f,g,t,n,f,c,b,u,t,b,s,s,p,w,o,p,k,v,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,f,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,p
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
p,x,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,x,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,w,t,f,f,c,b,w,t,b,s,f,w,w,o,p,h,s,u
p,x,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
p,x,g,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,x,y,f,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
e,f,u,f,n,f,c,n,h,e,?,s,f,w,w,o,f,h,v,d
p,f,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
e,f,n,t,n,f,c,b,n,t,b,s,s,p,p,o,p,n,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,x,g,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
p,f,y,f,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,x,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,f,g,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
p,x,w,t,f,f,c,b,h,t,b,f,f,w,w,o,p,h,s,u
e,f,e,t,n,f,c,b,w,e,?,s,s,w,w,t,e,w,c,w
e,x,u,f,n,f,c,n,w,e,?,s,f,w,w,o,f,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,g
p,x,g,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,x,y,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,x,g,f,f,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
p,f,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,x,g,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
e,f,p,t,n,f,c,b,w,e,?,s,s,w,e,t,e,w,c,w
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,x,y,f,f,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,y,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,x,y,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,g,f,f,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,x,g,f,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,f,g,f,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
p,x,g,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
p,f,y,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,g,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,f,g,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,f,g,f,f,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,x,g,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
p,f,y,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
e,f,n,t,n,f,c,b,n,t,b,s,s,w,g,o,p,n,y,d
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,x,g,t,f,f,c,b,h,t,b,f,f,w,w,o,p,h,s,g
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,x,y,f,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
p,x,w,f,c,f,c,n,g,e,b,s,s,w,w,o,p,k,s,d
p,x,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,f,b,t,f,f,c,b,h,t,b,f,s,w,w,o,p,h,s,u
p,x,y,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,x,g,f,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,f,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
p,f,p,t,n,f,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,f,b,t,f,f,c,b,p,t,b,f,f,w,w,o,p,h,v,u
p,x,g,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
p,x,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,x,g,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,g
p,f,g,f,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,f,g,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
p,x,y,f,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,y,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,v,p
e,f,u,f,n,f,c,n,u,e,?,s,f,w,w,o,f,h,v,d
p,x,y,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
e,f,e,t,n,f,c,b,w,t,b,s,s,g,w,o,p,n,v,d
p,f,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,g
p,x,y,f,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,x,n,f,f,f,c,n,b,t,?,k,s,p,p,o,e,w,v,l
p,x,g,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
p,x,y,f,f,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,x,g,f,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
p,x,g,f,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,y,f,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,f,y,f,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,g
p,f,g,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,f,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
e,f,n,t,n,f,c,b,n,t,b,s,s,p,w,o,p,n,y,d
p,x,y,f,f,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
e,f,e,t,n,f,c,b,w,t,b,s,s,w,w,o,p,k,y,d
p,x,y,f,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,d
p,x,g,f,f,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,x,y,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,g,f,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,d
p,f,g,f,f,f,c,b,p,e,b,k,k,p,b,o,l,h,v,d
